ID,Gender,Marital_Status,Age,KidAge,Education,Income,Family_Size,Level,Recency
462318,Female,Yes,82,57,No,208414,2,A,53
466078,Female,Yes,51,,No,231958,1,A,2
460792,Female,No,42,,No,132681,1,A,88
460197,Male,No,38,13,Yes,415202,3,A,78
459375,Male,Yes,18,,No,368618,4,A,28
463862,Male,Yes,50,25,Yes,489106,3,C,145
460144,Female,No,46,,Yes,310309,1,A,14
462721,Female,Yes,72,47,No,212969,3,D,35
459637,Female,No,33,8,No,121988,4,C,38
465809,Female,No,25,,No,100000,7,B,32
466915,Female,Yes,75,50,No,460762,2,D,14
467343,Male,No,72,,Yes,427294,1,B,112
466268,Female,Yes,72,47,Yes,276410,3,C,16
464868,Male,Yes,36,11,Yes,529876,6,A,12
464038,Male,Yes,40,15,Yes,255013,2,A,50
460176,Female,No,28,3,Yes,469307,4,C,87
462161,Female,No,28,3,Yes,214493,3,D,40
464841,Male,Unknown,19,,No,496264,3,D,141
464893,Male,Yes,43,18,Yes,331922,2,B,31
464443,Female,Yes,35,10,Yes,287980,2,B,39
467619,Male,Yes,65,40,Yes,251768,2,B,1
465974,Male,Yes,52,27,Yes,408847,4,C,13
462075,Female,No,40,,Yes,500767,1,B,31
459494,Female,Yes,69,44,No,195598,3,A,147
466921,Female,No,22,,No,218162,3,D,1
463544,Male,Yes,47,22,Yes,277515,4,C,40
461167,Male,Yes,29,4,Yes,243449,2,A,53
467364,Male,Yes,46,21,Yes,514330,3,C,43
462408,Male,No,32,7,Yes,388088,2,A,1
466224,Female,No,38,,Yes,143091,1,C,102
465151,Male,Yes,59,,Yes,403639,1,B,132
467216,Female,No,26,,Yes,525864,1,D,17
460586,Male,No,26,1,Yes,181124,2,A,17
461197,Male,No,28,,No,259221,1,D,70
462776,Female,Yes,53,28,Yes,163096,3,C,119
465058,Female,No,43,,,456500,1,B,2
464088,Male,No,27,2,No,212508,3,D,127
459471,Female,No,32,7,No,469186,8,C,56
464695,Male,No,26,1,No,126055,4,D,16
462331,Female,No,31,6,No,469000,2,D,95
466523,Male,Yes,39,14,Yes,507984,3,B,70
465337,Female,Yes,43,18,No,140440,3,A,87
460834,Male,Yes,25,,No,283398,2,A,12
466824,Male,Yes,40,15,Yes,418879,3,A,25
461607,Female,Yes,40,15,Yes,599858,2,B,35
465091,Male,Yes,63,38,Yes,420561,3,C,1
459532,Female,Yes,27,2,Yes,247939,2,D,65
466999,Male,No,27,2,Yes,155185,3,D,129
466597,Female,No,19,,No,210896,2,D,126
464075,Female,Yes,86,61,Yes,168298,2,B,13
463394,Male,Yes,41,16,Yes,160805,2,B,63
462163,Female,Yes,27,2,Yes,246135,2,C,22
463895,Female,Yes,70,45,No,269621,2,B,73
464767,Female,Yes,53,28,No,168371,4,B,6
464763,Female,Yes,49,24,No,164969,4,B,147
460718,Male,Yes,55,,No,533180,2,D,91
461989,Female,Unknown,57,32,Yes,126934,4,C,1
466374,Male,Yes,83,,No,209529,1,B,3
463738,Male,Yes,43,18,No,406100,4,A,55
465967,Male,Yes,36,11,No,349763,3,A,18
462260,Male,Yes,74,49,Yes,225850,2,C,112
467234,Female,No,30,5,No,100000,4,D,140
466573,Female,No,37,12,Yes,516272,2,B,82
463229,Female,No,22,,No,265464,1,B,10
459768,Male,No,19,,No,108926,4,D,122
462541,Male,Yes,70,45,Yes,196451,2,B,33
467714,Male,Yes,89,,Yes,280473,1,A,77
467730,Male,No,18,,No,216180,4,D,91
459474,Male,No,25,,Yes,307476,1,D,23
460093,Female,No,45,,Yes,512674,1,A,4
467865,Female,No,35,,Yes,414808,1,A,115
465758,Female,Yes,37,,No,195598,1,D,96
464184,Female,Yes,39,14,No,140756,2,B,117
462618,Female,No,32,7,Yes,132593,5,D,11
464226,Female,Yes,62,37,Yes,319005,3,C,45
465432,Female,Yes,58,33,Yes,122667,4,B,24
464087,Female,No,32,7,No,133084,4,C,83
466627,Male,No,25,,No,162202,5,C,31
467380,Female,Yes,56,31,Yes,462556,4,C,85
465842,Female,No,36,11,Yes,819200,2,A,1
464622,Female,No,30,5,No,306874,3,A,30
462083,Male,No,19,,No,229297,5,D,13
460910,Male,No,27,2,Yes,226679,2,A,43
460255,Female,No,38,,Yes,417204,1,A,119
460109,Male,Yes,46,21,Yes,408680,2,C,10
464306,Male,No,29,,Yes,519387,1,B,92
466835,Male,Yes,51,26,No,530281,4,B,141
465192,Male,Yes,55,,No,454429,1,A,96
463380,Female,Yes,69,,Yes,135174,1,A,41
462391,Female,No,26,1,No,126276,8,C,46
467086,Female,Yes,83,58,Yes,197706,3,A,111
460306,Female,No,39,,Yes,186309,1,D,90
460752,Male,Yes,35,,Yes,495273,1,A,31
467264,Male,Yes,19,,No,205064,5,C,140
461646,Female,Yes,60,35,Yes,210033,4,C,137
463570,Male,Yes,35,10,Yes,275556,4,C,1
465277,Female,No,53,,Yes,140286,1,B,138
467426,Female,Yes,86,,No,173689,2,B,70
466258,Female,No,29,4,No,210335,3,B,31
463719,Female,No,26,,No,203198,1,D,112
460032,Male,No,36,,Yes,186877,1,A,7
465175,Female,No,22,,No,100000,4,D,11
466610,Male,No,19,,No,161673,5,A,86
459036,Female,Yes,20,,Yes,234293,3,A,53
464047,Male,No,43,18,Yes,204549,3,D,37
459496,Female,No,42,17,Yes,444334,3,A,3
459997,Male,No,43,18,Yes,583134,2,A,53
463382,Female,Yes,50,25,Yes,147255,3,B,1
460967,Male,No,25,,Yes,490050,2,A,78
465094,Male,Yes,61,36,No,310306,2,B,28
461229,Female,Yes,28,3,Yes,216676,2,A,14
466442,Male,No,38,,Yes,242287,1,D,1
464527,Male,No,25,,No,598341,3,A,1
463560,Female,No,18,,No,208433,5,D,60
460011,Male,Yes,43,18,Yes,504936,5,C,85
467207,Female,No,27,,Yes,427340,1,B,57
465177,Female,No,60,35,Yes,453237,2,D,32
467531,Male,Yes,75,,Yes,219282,1,D,51
465409,Female,No,31,6,No,255410,4,D,78
462842,Male,No,23,,No,286669,4,D,104
462124,Male,No,36,,Yes,495757,1,A,10
466265,Male,No,30,,No,298326,1,C,5
459789,Male,Yes,56,31,No,252942,2,C,12
464223,Female,Yes,52,27,Yes,249453,2,C,21
460280,Male,Yes,39,,Yes,499141,1,D,2
460331,Female,No,35,,No,320677,1,A,131
461494,Male,Yes,33,8,No,139531,2,B,109
460035,Female,No,25,,Yes,388192,6,A,101
463812,Female,Yes,27,2,Yes,490311,2,B,7
465569,Male,Yes,35,10,Yes,234600,3,A,53
466333,Female,Yes,41,16,Yes,282310,2,C,2
467668,Female,Yes,49,24,Yes,309767,3,C,2
462723,Female,Yes,46,21,No,392997,2,B,57
460909,Female,No,31,6,No,203257,2,D,22
467777,Male,No,49,,Yes,256198,1,C,8
462404,Female,No,26,,Yes,500282,1,A,2
461799,Male,Yes,43,18,Yes,291598,2,B,31
459933,Female,Yes,30,5,Yes,279390,4,A,104
463717,Female,Yes,70,45,Yes,267178,4,C,71
463652,Female,No,28,,Yes,300182,1,D,100
462149,Female,Yes,89,,No,176970,1,D,109
462769,Female,Yes,42,17,No,105453,4,B,84
465532,Female,Yes,37,12,Yes,546641,3,A,90
462829,Male,Yes,29,4,No,482932,3,D,71
459210,Female,Yes,68,43,Yes,399582,2,C,51
464659,Female,No,25,,No,163900,1,D,77
461411,Male,No,29,,No,225635,1,D,5
467759,Female,Yes,48,23,Yes,271489,2,C,131
461475,Female,Yes,51,26,Yes,221689,3,C,3
462714,Female,Yes,40,15,Yes,166244,5,B,33
466890,Male,Yes,47,22,Yes,320722,6,B,70
462888,Male,Yes,39,14,Yes,390194,3,B,88
467479,Male,Yes,35,10,Yes,495494,4,C,93
466799,Female,No,19,,No,194413,3,D,36
466557,Female,No,21,,No,166557,1,D,12
460873,Male,Yes,46,21,Yes,580342,3,B,2
466776,Male,Yes,86,,Yes,245063,1,B,23
459462,Male,Yes,66,41,Yes,263256,2,B,114
465727,Male,No,42,17,No,172262,5,D,25
462348,Female,Yes,73,48,Yes,250991,2,B,97
460941,Male,Yes,72,,No,159565,1,A,9
461629,Male,Yes,53,28,Yes,311752,3,B,75
459907,Female,Yes,39,14,Yes,417686,2,C,9
467146,Female,No,27,,No,100000,1,D,16
460916,Male,Yes,63,,No,518117,2,B,128
459196,Female,No,23,,No,144611,3,D,135
465444,Female,No,30,5,Yes,598288,4,B,108
464186,Female,Yes,39,14,Yes,357838,2,C,149
466412,Male,Yes,26,1,Yes,241110,3,B,2
459480,Female,Yes,50,25,Yes,703341,3,A,132
467880,Female,Yes,45,20,Yes,363021,2,C,2
460216,Female,No,62,,No,573858,1,A,20
467941,Female,No,27,2,Yes,307033,3,A,34
466090,Male,Yes,57,,Yes,432358,2,A,10
462572,Female,Yes,30,5,No,181550,7,A,49
467443,Male,No,32,7,No,273097,4,A,1
462548,Male,No,18,,,284952,5,A,68
459701,Male,No,47,22,No,371686,3,B,1
461139,Female,No,32,7,Yes,305830,4,A,2
461115,Female,Yes,32,7,No,186073,3,A,39
459027,Male,Yes,67,42,Yes,211797,4,B,82
467340,Female,Yes,77,52,Yes,189832,2,C,79
461410,Male,Yes,79,54,No,154583,2,C,87
460857,Male,No,31,,No,435602,1,A,12
464300,Male,Yes,42,17,Yes,207443,3,A,113
460532,Female,No,18,,No,131025,6,D,46
463287,Male,Yes,50,25,Yes,374737,4,C,29
461392,Male,Yes,71,46,Yes,481238,5,C,2
461546,Female,Yes,72,47,No,156832,3,A,40
467780,Male,Yes,47,22,Yes,492315,3,A,72
462130,Male,Yes,45,20,Yes,273639,2,C,121
464684,Female,No,40,15,No,202459,5,A,48
462276,Female,No,36,,Yes,191231,1,A,108
462142,Female,No,42,,Yes,237150,1,B,36
462417,Male,No,30,5,No,221294,4,D,102
466463,Female,No,29,4,Yes,154601,4,B,117
464736,Male,No,28,3,Yes,140606,5,D,32
467520,Male,Unknown,22,,No,222110,2,D,91
459835,Male,Yes,85,,No,245114,1,D,19
463855,Female,Yes,40,15,Yes,366067,2,C,31
460344,Female,Yes,52,27,Yes,526064,2,C,86
466211,Male,Yes,47,,Yes,209549,2,C,127
460139,Male,No,26,1,No,278373,6,D,1
464126,Female,No,55,,Yes,323169,1,B,70
461286,Female,No,20,,No,283696,4,D,12
461621,Female,Yes,87,62,Yes,177203,2,C,108
460163,Male,No,28,3,No,186126,2,A,17
461958,Male,No,38,13,No,524901,2,A,91
464875,Male,Yes,42,17,No,496018,2,B,51
464791,Male,Yes,42,17,No,233591,6,A,77
464579,Female,No,29,4,No,158383,4,D,122
463531,Male,No,32,7,Yes,300061,4,A,16
462651,Male,Yes,38,13,No,346977,5,D,38
465486,Female,Yes,59,34,No,495516,2,C,33
460882,Male,No,22,,No,192137,2,D,77
467162,Female,No,26,,No,100000,1,D,40
461298,Female,Yes,78,53,Yes,280906,2,C,78
461595,Female,No,32,7,Yes,209417,3,A,31
459260,Male,Yes,37,12,Yes,289454,4,C,16
462772,Male,Yes,37,12,Yes,109683,4,B,88
462941,Male,No,67,42,No,247533,2,D,141
459143,Male,Yes,47,22,No,411735,4,B,41
464532,Female,Yes,68,43,Yes,165894,2,A,6
460056,Male,No,30,5,Yes,174045,5,C,145
466761,Female,Yes,48,,Yes,517696,1,A,1
465469,Female,No,43,,Yes,501842,1,C,2
461886,Male,Yes,33,8,Yes,258487,2,D,1
465680,Male,Yes,31,6,No,101184,5,D,8
459316,Male,Yes,32,7,Yes,193539,2,D,34
465609,Female,No,21,,No,236538,4,D,1
467009,Female,No,29,4,No,105743,4,D,35
461766,Female,Yes,35,10,Yes,327107,2,A,93
464938,Male,Yes,46,21,No,431318,3,A,30
462034,Female,Yes,38,13,Yes,424904,2,B,21
464049,Female,No,32,7,Yes,166032,3,C,113
467925,Female,No,28,3,Yes,487034,7,A,22
463711,Female,Yes,68,,Yes,251349,1,A,128
463846,Female,Yes,45,,Yes,376223,1,C,41
462064,Male,Yes,58,33,Yes,226017,3,C,14
463249,Male,No,28,3,No,575098,2,A,34
464217,Female,No,32,7,No,329725,3,A,55
463378,Male,No,30,,Yes,286434,1,B,108
463035,Female,Yes,42,17,No,100000,4,D,1
459656,Male,No,22,,No,191517,6,D,44
463114,Male,No,41,16,Yes,232878,3,C,3
465309,Female,No,18,,No,271440,4,D,1
462688,Female,Yes,29,4,Yes,146368,3,D,1
459255,Female,No,33,8,Yes,184602,3,A,141
467385,Male,No,47,,No,263615,1,A,147
467492,Female,Yes,57,32,Yes,294215,2,A,14
460789,Male,Yes,36,11,Yes,207059,3,D,145
467307,Male,Yes,57,32,Yes,334917,3,C,1
464026,Male,No,18,,No,199551,2,D,144
464645,Male,Unknown,52,27,Yes,260662,5,C,75
462493,Male,Yes,52,27,Yes,486402,6,C,2
460685,Male,No,51,26,,467696,4,B,5
460452,Female,Yes,37,12,Yes,428079,2,B,118
459322,Male,No,36,,Yes,246782,1,A,9
464066,Female,No,29,4,Yes,207367,3,A,65
461114,Male,Yes,45,20,Yes,383455,4,C,16
465165,Male,No,61,,Yes,494604,1,B,113
464526,Male,Yes,52,27,Yes,543814,4,A,4
460666,Female,Yes,49,,Yes,154237,1,A,12
465417,Male,Yes,40,15,Yes,413985,2,B,144
464096,Female,No,31,6,No,176254,5,C,12
464891,Male,Yes,42,17,No,480785,3,A,2
460107,Male,Yes,51,26,Yes,148080,5,C,31
467708,Female,No,42,,Yes,292074,1,D,69
461873,Male,No,29,4,Yes,281757,4,C,37
465181,Female,No,33,,Yes,228409,1,A,86
467204,Male,No,27,2,Yes,245441,3,D,26
467320,Female,No,21,,No,123056,4,D,142
459468,Male,Yes,35,10,No,649592,3,B,45
467316,Female,No,42,,Yes,202035,1,A,24
466182,Female,No,41,,Yes,324119,1,C,58
463757,Male,No,39,14,Yes,410033,3,B,37
462314,Female,No,28,,No,421491,1,A,76
466392,Female,Yes,45,,Yes,197065,2,B,88
466652,Female,Yes,61,36,Yes,259826,2,B,122
461664,Male,Yes,62,37,Yes,324058,4,C,85
464105,Male,Yes,65,40,Yes,465086,2,C,57
466790,Male,Yes,45,20,Yes,212767,2,A,146
463844,Female,Yes,26,1,Yes,187701,2,B,35
462913,Female,No,25,,Yes,324190,5,C,100
465541,Female,Yes,45,20,Yes,336863,4,C,2
459149,Male,Yes,43,18,No,462184,4,B,18
464508,Male,Yes,49,24,Yes,214430,3,C,105
458999,Male,Yes,55,30,Yes,506476,2,C,107
459947,Female,No,37,,Yes,359070,1,B,136
465500,Male,Yes,65,40,Yes,527217,2,C,58
466009,Female,No,32,7,No,215977,5,C,2
466338,Female,No,39,14,No,168677,3,A,42
465122,Female,Yes,40,15,Yes,448204,2,C,13
465230,Male,Yes,72,47,Yes,421182,3,C,89
466369,Female,No,38,,No,100000,1,B,41
463939,Male,No,26,1,No,225461,5,D,126
460825,Male,No,30,5,Yes,225924,3,D,52
461125,Male,Yes,51,,Yes,100000,2,A,80
463471,Male,No,57,32,Yes,295268,4,A,3
467415,Female,No,31,,Yes,233778,1,D,42
465879,Male,No,39,,Yes,330047,1,A,100
